x,y,class
0.3583383909484179,1.1177288069399727,0.0
1.2309828078070864,-0.39129374123564703,1.0
-0.18131813373917766,0.986759326340307,0.0
1.9784081073408775,0.1114328454666601,1.0
-0.21225314821003702,0.9855604368531667,0.0
-0.7611459073701852,0.254152573598599,0.0
-0.5970623299135152,1.0260868374997354,0.0
-1.1359329386429793,0.7399229741252643,0.0
0.968274038662098,0.5214310739202568,0.0
-1.0229346399938468,0.09337170161635572,0.0
1.9996670788319049,0.2783864850136584,1.0
1.2671950514851744,-0.37140807911159157,1.0
1.7973330433824313,-0.04596811766905162,1.0
0.5729652394558985,-0.28389023672225755,1.0
-0.9500519314290863,0.3652860405578341,0.0
1.5867657897895353,-0.021912453888102396,1.0
-1.023474851185536,0.560759697532419,0.0
1.1382965077030296,-0.4529104988373775,1.0
1.4837658943961114,-0.23451433532339408,1.0
-0.9966146732181482,-0.09156623197183421,0.0
-1.1979777225590813,0.132693202250197,0.0
0.6476663743059858,-0.26350329377850584,1.0
0.43693868293208016,0.8586429655109525,0.0
-0.11034681812400032,-0.21852794954900365,1.0
1.3024054217484347,-0.5282865262124079,1.0
0.43664011734636254,-0.5840526503054131,1.0
-0.0012497805920720917,1.1796683157963048,0.0
1.7920707473611088,-0.32295192339654,1.0
0.2451097146579339,-0.48029091814682895,1.0
1.2367363028730867,-0.26050792801177763,0.0
0.15749818874692018,1.1900569622953072,0.0
0.003135669176727446,-0.19653775757767794,1.0
0.4650929652554693,0.592326254345853,0.0
0.23471252822788677,-0.03282946410335946,1.0
0.4996473302751297,0.4145201951590035,0.0
-0.36741562929730287,0.9007416889534976,0.0
1.4501045502847512,-0.10817718090069664,1.0
0.5747486708077846,1.6503033406318806,0.0
-0.13350881099872572,0.5267503482704314,1.0
0.781237424916707,0.6051427611262954,0.0
0.07195918008689704,0.3519023808746749,1.0
0.13820325187546578,-0.13567370093348433,1.0
0.7625504114332246,-0.25745173646983505,1.0
0.04112342639316682,0.9056776842049707,0.0
0.05251306119848127,0.9419547079106152,0.0
-0.39180471192609756,0.8017158287822092,0.0
-0.2729894808787847,1.2276381600436312,0.0
-0.9446840627754371,0.580490968666843,0.0
-0.3233314981256262,0.8199055261002908,0.0
1.6448165862342512,-0.34395061423977535,1.0
0.8516201879790082,-0.6416235706876,1.0
1.042964152360316,0.7769506062811737,0.0
2.02723327928784,0.34530573438447415,1.0
0.40141787633484377,1.0101832178055676,0.0
-0.027321803002728143,0.9017401627181955,0.0
1.2636607957544237,-0.42489154113581895,1.0
-0.957762558992908,0.16108510060152204,0.0
0.12212134090380139,0.44233028426298393,1.0
1.2890570396445271,-0.009990899844732788,0.0
-0.3487663663434078,0.7274081689815266,0.0
0.5930673529898487,-0.570988866904179,1.0
0.3403709173419274,-0.46599576913800345,1.0
1.0808963865180559,-0.5777193876926369,0.0
1.4489405760840923,-0.5286535091418012,1.0
-0.776800762738006,0.08399919291721192,0.0
1.690838037716404,-0.6796983503446112,1.0
0.20554049283245443,1.0659109768072887,0.0
-0.8799124390180533,0.6118663113600016,0.0
-0.8742592012215071,0.4206935081820312,0.0
2.3433924994219413,0.14128379377597503,1.0
0.8346033996900706,-0.22373374911500266,1.0
2.197072885852013,0.036838858368393124,1.0
0.9644509480138321,-0.052578890509948295,1.0
-1.3084073565849559,0.14880710213861165,0.0
-0.055290531917106436,0.8195189103422407,0.0
1.6054562291050856,0.4025430896832601,1.0
1.1887704099611887,-0.35255648761928515,1.0
0.2977101570259546,-0.4282853795308411,1.0
0.03730128766254549,0.5038210298098309,1.0
0.9974163279635101,0.08612007295821134,0.0
-0.6961320549119396,0.7310478560006387,0.0
0.9374292886147799,-0.5356568378416708,1.0
-1.15859553072195,-0.021877697289081205,0.0
1.3016402589771099,-0.4391555921475906,1.0
0.24299688707440964,0.9717817983754866,0.0
0.8605920353811906,-0.1089179036998561,1.0
0.5442440339381687,-0.4250160832230559,1.0
0.5588298708854641,0.20590556368969892,0.0
1.6421091823467013,0.611668766639606,1.0
1.084854629448607,-0.25081218829402024,1.0
1.8935212919033728,-0.02535756920291568,1.0
-1.0146043293170548,0.4394211592181601,0.0
2.1217370319613145,0.5421299250467992,1.0
1.687906686765861,-0.36353180375768435,1.0
1.3229869442775128,-0.24981781553391544,1.0
0.8917980902609031,0.3885291921231996,0.0
1.6418057017180099,0.16033522763054345,1.0
0.15690144655547572,0.6226428376430709,0.0
-0.3299369868892238,1.0667072699262021,0.0
1.2196945178708327,-0.4466068025674203,1.0
-0.7798904596499487,1.151758927037748,0.0
1.7644009680629706,-0.43442158116279583,1.0
0.8481248224110592,-0.8886673449323323,1.0
0.038834197343951965,0.7925844229031098,0.0
0.01976427399775993,0.8199759000810476,0.0
-1.0455193309356794,0.9280149451868468,0.0
0.7675230148107748,-0.4693452628424624,1.0
1.9995934990064195,0.22836310081403455,1.0
-0.7722794997594082,0.7472018043885016,0.0
-1.0229242209909681,-0.11460245777786429,0.0
-0.41980197562809723,0.6047718629750239,0.0
0.17057476755668338,0.10306752026061583,1.0
0.861202052436692,-0.33403205151444826,1.0
1.006204436820371,-0.33994563446232107,1.0
0.21705138538640184,0.05471387106226577,1.0
0.4226174415746389,-0.44785522723100507,1.0
-0.6916129936812138,0.6472336603290381,0.0
-0.032177580753945306,0.18535844906021834,1.0
-0.05196065243617207,0.9415087896320913,0.0
2.1026760777926286,0.44118718843295646,1.0
0.6088883459167462,0.3648438598788896,0.0
0.7523311224956567,-0.5519609720175194,1.0
1.380407392496906,-0.6286758522265635,1.0
0.5036133612216159,1.0541206305333701,0.0
-1.092971426500611,0.22611483716275046,0.0
0.4287343775100362,0.5025534816838075,1.0
-0.22086518021048313,1.1373137836648732,0.0
0.400815602097915,-0.5408645494557679,1.0
1.5049367982844561,-0.06378246356602531,1.0
-0.47433633245649126,0.6889625617193119,0.0
-1.2122682060795553,0.26541448884196345,0.0
1.259866180518012,0.5240268004179583,0.0
-0.327273967402819,0.9958855502555684,0.0
-0.5520274710413082,0.6914642429965783,0.0
1.1153247900571086,0.8141724032236761,0.0
1.4976346445470794,-0.6175949038668832,1.0
-1.102105913791828,0.26864935482064206,0.0
0.525351484763953,-0.3112819495319093,1.0
-0.7645856290154558,0.6725517867915923,0.0
2.2918462018012464,0.5995367898221878,1.0
0.5065560561789599,0.14846671624280816,1.0
0.13820452580560955,0.3586295383156579,1.0
0.17430447923747594,0.9312710948807386,1.0
0.23450561511387702,1.176471025137159,0.0
1.6765504907541937,-0.16895014040315626,1.0
-0.03680588190997153,-0.21159411978306958,1.0
0.7066365890757247,0.14885994151725254,0.0
0.6324371894435452,0.44274990113812346,0.0
-0.993095257020469,0.9746601080737787,0.0
0.2149110677655496,-0.033242343160134,1.0
0.89146801494303,0.22514057789945838,0.0
0.6782353459932455,0.29851641713530086,0.0
0.1937454120422329,-0.04743611942784115,1.0
0.18052027215419583,0.17726151114335925,1.0
-0.5559380673373707,0.25888973332973597,0.0
0.6836719164119864,-0.354037318324741,1.0
0.15222947679599552,-0.9596971603809143,1.0
0.29972174540120566,-0.09491571339601321,1.0
0.9988940830441748,-0.7398801353312352,1.0
-0.7893576395891471,0.8226933648377058,0.0
1.2464898038059673,0.43601260520688256,0.0
-0.1259286075327869,0.9502939783637907,0.0
0.3079184140082282,0.9304561371760166,0.0
1.06255244456724,-0.14371843637415938,1.0
1.2641654809355196,-0.8250633035523098,1.0
-0.7594940841482564,0.35476584554419993,0.0
1.8303066475984717,-0.028719006321641594,1.0
0.13093015424094434,1.2124980835065053,0.0
-0.8103260208348754,0.4262818013340718,0.0
-0.3994480246098045,0.5557052524759134,0.0
-0.4379488475508814,1.0328200647172818,0.0
1.5719382142777811,-0.7140977347153228,1.0
0.6769547754856309,0.5424977927476997,0.0
-0.19863379792914881,0.2537456193595451,1.0
0.6989042307761331,0.39760649798423986,0.0
-0.8968038661879729,0.6600573472042406,0.0
1.1739301671452733,0.026452198454016862,0.0
0.4128474677930601,0.7913466233386901,0.0
-0.6840313050693856,0.4183162849876154,0.0
2.348689439047569,0.4672478346485522,1.0
0.21404750918826587,-0.23003294564465449,1.0
-0.3143472206296353,0.9765389987277621,0.0
0.8056368514459122,-0.518512736536884,1.0
1.0410192068349644,0.8716949682286068,0.0
0.15548973701672153,1.106647367592657,0.0
-0.9091481718374836,0.29987473244086277,0.0
0.00035475908208632,-0.055661963387511976,1.0
0.1715390349765381,0.27935555420993774,1.0
0.4654683627986966,-0.26369874035277535,1.0
0.8527871685659836,0.44262949506523774,0.0
0.42170380733000756,-0.10474806078741702,1.0
0.3602881106200672,-0.3219214535688492,1.0
-1.2080343404402818,0.07469168678993329,0.0
1.082518620952221,0.2852114467621406,0.0
0.1584609310827484,0.02164601666664044,1.0
1.4571205823796378,-0.14968721997601755,1.0
-0.4942159012620849,0.9519163354420042,0.0
1.777682271320869,-0.3061688064341224,1.0
0.16490121447278472,-0.39837894691981757,1.0
1.763235254199635,0.6591475381061758,1.0
0.1169513945588152,0.7581957369293523,0.0
-0.9656629608455369,0.7711887371700549,0.0
0.9624202820557538,-0.8711855395975592,1.0
0.10005090570965874,-0.3858624241590508,1.0
1.2970430173866199,0.7875843587731323,0.0
1.4415532696471407,-0.3590978378767964,1.0
-0.3403923541984041,0.999353242545955,0.0
0.4529105119676016,-0.5336777580460479,1.0
0.07152948682920471,0.30653712255838206,1.0
2.088295005257113,0.20794674539566488,1.0
0.5530763894057653,0.10772214477461711,1.0
-0.5044914808344222,0.880844019157444,0.0
0.6679840472148582,-0.23758065553071286,1.0
0.029526142230503136,0.3079241440268389,1.0
0.9726169014884778,-0.39454109516003977,1.0
0.03222978477627497,0.9643881465886859,0.0
-0.9319402974429856,0.32447383905822497,0.0
1.3366907793721943,0.2035133600574767,0.0
-0.7589084206190778,0.4744469940389525,0.0
-0.09232637164454627,1.0744602832304098,0.0
-0.007013372555159769,0.29914321899791463,1.0
0.3321936058973344,0.8415246489794839,0.0
-0.7551965839707346,1.0187083988424874,0.0
0.6033546198364078,0.6863423152080128,0.0
0.16379342303968417,1.129224947098381,0.0
1.7540654135762992,-0.5531355363506397,1.0
1.6542708207132872,-0.08968834038897472,1.0
-0.40472692002426325,-0.05952515861019078,1.0
0.5942989386039987,0.2686584933324654,0.0
0.337022907194829,0.23071699701330606,1.0
0.8110292671519352,-0.42122369890033706,1.0
0.12526702606919243,-0.6013251794852914,1.0
-0.11337374081789117,1.1489533575778461,0.0
-0.9541617017218448,0.103319005425825,0.0
1.9248518564735813,0.39529818784569776,1.0
0.04426237466757191,1.0081480674621623,0.0
0.8265964986550393,-0.5833443022107704,1.0
0.1357558468942421,0.1332359681794953,1.0
-0.9890989693433301,-0.10177941327193527,0.0
1.5808971965443213,-0.647288866306384,1.0
1.3383020630519975,-0.30336636318117205,1.0
